Id,Name,School,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score,,Id,Name,Email,School,Column1,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score
187,Joan Cohen,Gsling Academy,F,FALSE,5,TRUE,9,Real Estate Developer,78,99,64,99,65,84,80,,,,,,,,,,,,,,,,,,,
188,Kimberly Lopez,Gsling Academy,F,TRUE,2,TRUE,0,Business Owner,92,62,86,97,54,76,76,,,,,,,,,,,,,,,,,,,
189,Steven Walker,Gsling Academy,M,FALSE,5,FALSE,26,Unknown,70,77,91,96,100,89,67,,,,,,,,,,,,,,,,,,,
190,Sonia Bowers,Digital Fortress,F,FALSE,5,FALSE,30,Scientist,95,79,98,95,89,99,87,,,,,,,,,,,,,,,,,,,
191,Penny Perez,Gsling Academy,F,FALSE,7,FALSE,1,Game Developer,99,82,93,83,92,90,60,,,,,,,,,,,,,,,,,,,
192,Mike Harris,Gsling Academy,M,FALSE,1,TRUE,26,Software Engineer,96,66,79,80,88,61,85,,,,,,,,,,,,,,,,,,,
193,Vanessa Sweeney,Gsling Academy,F,FALSE,2,FALSE,2,Game Developer,85,90,85,74,96,71,80,,,,,,,,,,,,,,,,,,,
194,Adam Edwards,Gsling Academy,M,FALSE,5,FALSE,9,Stock Investor,91,94,82,100,68,66,69,,,,,,,,,,,,,,,,,,,
195,Angelica Johnson,Digital Fortress,F,FALSE,2,FALSE,30,Scientist,85,64,93,80,82,70,94,,,,,,,,,,,,,,,,,,,
196,Tiffany Hernandez,Digital Fortress,F,FALSE,3,FALSE,24,Stock Investor,94,73,61,68,65,85,67,,,,,,,,,,,,,,,,,,,
197,Mark Myers,Digital Fortress,M,FALSE,4,FALSE,21,Software Engineer,95,69,62,87,84,83,64,,,,,,,,,,,,,,,,,,,
198,Erica Cochran,Gsling Academy,F,FALSE,2,FALSE,14,Teacher,69,90,83,70,83,91,67,,,,,,,,,,,,,,,,,,,
199,Karen Watson,Gsling Academy,F,FALSE,1,FALSE,24,Software Engineer,95,72,94,96,91,61,94,,,,,,,,,,,,,,,,,,,
200,Kathryn Frazier,Digital Fortress,F,FALSE,3,FALSE,34,Lawyer,94,88,65,88,60,81,78,,,,,,,,,,,,,,,,,,,
201,Anthony Jackson,Gsling Academy,M,FALSE,1,TRUE,34,Accountant,82,81,100,81,60,79,96,,,,,,,,,,,,,,,,,,,
202,Jordan Perez,Gsling Academy,M,FALSE,6,TRUE,27,Software Engineer,99,73,91,91,93,80,100,,,,,,,,,,,,,,,,,,,
203,Jennifer Burgess,Gsling Academy,F,FALSE,3,FALSE,16,Accountant,85,62,84,80,37,80,71,,,,,,,,,,,,,,,,,,,
204,Christina Davis,Digital Fortress,F,FALSE,1,TRUE,21,Accountant,100,87,60,92,46,67,96,,,,,,,,,,,,,,,,,,,
205,April Ryan,Digital Fortress,F,FALSE,1,FALSE,1,Artist,98,95,90,81,82,86,98,,,,,,,,,,,,,,,,,,,
206,Maxwell Davis,Gsling Academy,M,FALSE,3,FALSE,17,Software Engineer,97,78,81,67,90,95,79,,,,,,,,,,,,,,,,,,,
207,Matthew Guzman,Gsling Academy,M,FALSE,5,FALSE,0,Unknown,99,86,68,94,97,77,92,,,,,,,,,,,,,,,,,,,
208,Robert Mayer,Gsling Academy,M,FALSE,3,TRUE,12,Accountant,99,73,77,74,62,68,99,,,,,,,,,,,,,,,,,,,
209,Amanda Willis,Digital Fortress,F,FALSE,2,FALSE,22,Banker,75,83,70,71,86,95,76,,,,,,,,,,,,,,,,,,,
210,Michele Thomas,Digital Fortress,F,FALSE,1,TRUE,14,Teacher,63,80,99,78,60,84,86,,,,,,,,,,,,,,,,,,,
211,Tim Turner,Gsling Academy,M,FALSE,0,FALSE,41,Doctor,96,88,90,100,94,87,96,,,,,,,,,,,,,,,,,,,
212,Joe Strickland,Digital Fortress,M,FALSE,4,FALSE,32,Construction Engineer,91,73,86,73,84,60,71,,,,,,,,,,,,,,,,,,,
213,Trevor Cruz,Gsling Academy,M,TRUE,1,FALSE,4,Business Owner,52,58,60,97,93,89,68,,,,,,,,,,,,,,,,,,,
214,Melissa Roberts,Digital Fortress,F,FALSE,1,FALSE,22,Doctor,99,71,80,82,95,64,64,,,,,,,,,,,,,,,,,,,
215,Tammy Miller,Digital Fortress,F,FALSE,3,FALSE,17,Banker,84,62,92,74,73,98,91,,,,,,,,,,,,,,,,,,,
216,Chad Morgan,Digital Fortress,M,FALSE,2,FALSE,2,Artist,100,90,82,79,94,83,78,,,,,,,,,,,,,,,,,,,
217,Samantha Maldonado,Digital Fortress,F,FALSE,4,FALSE,33,Banker,82,71,93,90,90,76,97,,,,,,,,,,,,,,,,,,,
218,Marie Martin,Gsling Academy,F,FALSE,5,FALSE,29,Banker,75,88,65,80,76,94,97,,,,,,,,,,,,,,,,,,,
219,Theresa Tucker,Digital Fortress,F,TRUE,1,FALSE,27,Unknown,66,71,94,72,96,70,63,,,,,,,,,,,,,,,,,,,
220,Joseph Morris,Gsling Academy,M,FALSE,6,TRUE,34,Banker,99,88,72,76,68,92,72,,,,,,,,,,,,,,,,,,,
221,Charles Parker,Gsling Academy,M,FALSE,3,FALSE,2,Real Estate Developer,99,76,94,88,75,66,84,,,,,,,,,,,,,,,,,,,
222,Rachel Alvarez,Digital Fortress,F,FALSE,3,FALSE,22,Software Engineer,95,87,79,95,84,90,74,,,,,,,,,,,,,,,,,,,
223,Charles Robertson,Digital Fortress,M,FALSE,7,FALSE,33,Software Engineer,99,61,75,68,66,90,99,,,,,,,,,,,,,,,,,,,
224,Steven York,Digital Fortress,M,FALSE,5,FALSE,17,Designer,65,72,96,69,78,93,72,,,,,,,,,,,,,,,,,,,
225,Robert Dougherty,Gsling Academy,M,FALSE,7,FALSE,4,Business Owner,85,55,74,71,66,50,99,,,,,,,,,,,,,,,,,,,
226,Vanessa Wheeler,Gsling Academy,F,FALSE,7,TRUE,3,Business Owner,69,78,57,72,71,96,87,,,,,,,,,,,,,,,,,,,
227,Emily Mcclure,Gsling Academy,F,FALSE,7,FALSE,3,Business Owner,75,76,88,65,97,83,85,,,,,,,,,,,,,,,,,,,
228,Angela Thomas,Gsling Academy,F,FALSE,7,TRUE,17,Software Engineer,91,78,72,69,77,91,96,,,,,,,,,,,,,,,,,,,
229,Roberto Evans,Gsling Academy,M,FALSE,3,FALSE,6,Real Estate Developer,92,95,61,98,89,85,80,,,,,,,,,,,,,,,,,,,
230,Christopher Perez,Gsling Academy,M,FALSE,7,FALSE,9,Unknown,62,64,65,86,67,94,68,,,,,,,,,,,,,,,,,,,
231,William Torres,Digital Fortress,M,TRUE,2,FALSE,35,Software Engineer,87,91,98,94,100,87,89,,,,,,,,,,,,,,,,,,,
232,Lisa Gardner,Gsling Academy,F,FALSE,3,FALSE,17,Software Engineer,97,88,87,61,86,92,94,,,,,,,,,,,,,,,,,,,
233,Catherine Owens,Gsling Academy,F,FALSE,1,FALSE,7,Government Officer,97,92,79,88,92,99,85,,,,,,,,,,,,,,,,,,,
234,Keith Summers,Digital Fortress,M,FALSE,5,FALSE,16,Designer,98,88,92,84,90,90,71,,,,,,,,,,,,,,,,,,,
235,Linda Adams,Gsling Academy,F,FALSE,1,FALSE,20,Software Engineer,96,67,88,95,82,75,84,,,,,,,,,,,,,,,,,,,
236,Michael Wright,Gsling Academy,M,TRUE,7,FALSE,0,Business Owner,98,89,81,56,72,74,94,,,,,,,,,,,,,,,,,,,
237,Kyle James,Digital Fortress,M,FALSE,2,FALSE,27,Lawyer,87,82,95,81,85,84,73,,,,,,,,,,,,,,,,,,,
238,Christopher Cook,Digital Fortress,M,FALSE,0,FALSE,24,Construction Engineer,96,80,86,94,63,72,75,,,,,,,,,,,,,,,,,,,
239,John Conley,Gsling Academy,M,FALSE,2,FALSE,30,Unknown,82,74,77,95,81,76,91,,,,,,,,,,,,,,,,,,,
240,David Barnett,Gsling Academy,M,FALSE,6,FALSE,20,Software Engineer,100,72,99,64,70,93,67,,,,,,,,,,,,,,,,,,,
241,Peter Garner,Digital Fortress,M,FALSE,0,FALSE,27,Software Engineer,91,81,91,76,100,92,87,,,,,,,,,,,,,,,,,,,
242,Douglas Stewart,Gsling Academy,M,FALSE,6,FALSE,2,Business Owner,87,62,85,64,63,61,85,,,,,,,,,,,,,,,,,,,
243,Heidi Jones,Gsling Academy,F,FALSE,6,FALSE,16,Banker,75,95,84,87,78,82,86,,,,,,,,,,,,,,,,,,,
244,Jeremy Daniels,Gsling Academy,M,TRUE,1,FALSE,27,Banker,86,78,61,71,94,92,65,,,,,,,,,,,,,,,,,,,
245,Dustin Dodson,Digital Fortress,M,FALSE,4,TRUE,24,Accountant,94,62,97,96,74,68,69,,,,,,,,,,,,,,,,,,,
246,Christopher Cohen,Gsling Academy,M,FALSE,4,FALSE,23,Accountant,99,64,92,78,30,78,88,,,,,,,,,,,,,,,,,,,
247,Willie Ellis,Gsling Academy,M,FALSE,1,FALSE,15,Government Officer,84,91,94,66,78,71,93,,,,,,,,,,,,,,,,,,,
248,Robert Hawkins,Gsling Academy,M,FALSE,3,FALSE,25,Stock Investor,92,81,68,96,99,92,79,,,,,,,,,,,,,,,,,,,
249,Stacy Jordan,Digital Fortress,F,FALSE,2,FALSE,32,Software Engineer,95,84,95,72,62,80,83,,,,,,,,,,,,,,,,,,,
250,Robert Swanson,Digital Fortress,M,FALSE,3,FALSE,35,Lawyer,90,88,94,99,92,87,97,,,,,,,,,,,,,,,,,,,
251,Holly Henderson,Gsling Academy,F,FALSE,3,FALSE,3,Artist,93,100,87,66,85,96,87,,,,,,,,,,,,,,,,,,,
252,Debra Valdez,Gsling Academy,F,FALSE,1,FALSE,28,Designer,69,63,88,73,83,74,94,,,,,,,,,,,,,,,,,,,
253,Vincent Robertson,Digital Fortress,M,FALSE,1,FALSE,3,Game Developer,97,80,80,65,91,67,84,,,,,,,,,,,,,,,,,,,
254,Karen Spencer,Digital Fortress,F,FALSE,0,FALSE,21,Accountant,76,72,80,92,41,90,78,,,,,,,,,,,,,,,,,,,
255,Nathan Riley,Digital Fortress,M,FALSE,3,FALSE,35,Unknown,85,85,92,86,99,86,93,,,,,,,,,,,,,,,,,,,
256,Andrea Sutton,Digital Fortress,F,FALSE,7,TRUE,35,Software Engineer,91,87,89,97,93,87,100,,,,,,,,,,,,,,,,,,,
257,Tracey Turner,Digital Fortress,F,FALSE,7,TRUE,14,Accountant,82,95,92,62,73,75,93,,,,,,,,,,,,,,,,,,,
258,Tammy Olsen,Gsling Academy,F,TRUE,7,FALSE,1,Business Owner,59,56,87,97,62,74,61,,,,,,,,,,,,,,,,,,,
259,Sheila Wilkinson,Gsling Academy,F,FALSE,9,TRUE,0,Business Owner,78,71,73,51,80,84,65,,,,,,,,,,,,,,,,,,,
260,Nathan Padilla,Digital Fortress,M,FALSE,2,FALSE,12,Construction Engineer,89,65,82,65,76,95,62,,,,,,,,,,,,,,,,,,,
261,Sarah Santiago,Digital Fortress,F,FALSE,3,FALSE,35,Software Engineer,86,91,92,96,90,96,90,,,,,,,,,,,,,,,,,,,
262,Christopher Cruz,Digital Fortress,M,FALSE,4,FALSE,2,Artist,76,93,65,95,76,88,88,,,,,,,,,,,,,,,,,,,
263,Nicholas Sanders,Digital Fortress,M,TRUE,2,FALSE,16,Unknown,79,68,63,72,81,67,67,,,,,,,,,,,,,,,,,,,
264,Jessica Waters,Digital Fortress,F,FALSE,3,FALSE,31,Lawyer,91,96,77,76,80,97,80,,,,,,,,,,,,,,,,,,,
265,James Miller,Digital Fortress,M,FALSE,5,FALSE,4,Business Owner,89,66,80,77,60,88,74,,,,,,,,,,,,,,,,,,,
266,Adam Kane,Gsling Academy,M,FALSE,3,FALSE,19,Unknown,97,94,81,97,79,86,63,,,,,,,,,,,,,,,,,,,
267,Patricia Gonzalez,Gsling Academy,F,FALSE,3,TRUE,15,Banker,100,86,74,96,80,99,76,,,,,,,,,,,,,,,,,,,
268,Whitney Holmes,Gsling Academy,F,FALSE,1,FALSE,30,Doctor,96,68,87,96,91,68,65,,,,,,,,,,,,,,,,,,,
269,Rachel Hamilton,Gsling Academy,F,FALSE,7,FALSE,17,Banker,94,64,100,71,84,92,99,,,,,,,,,,,,,,,,,,,
270,Melissa Marshall,Gsling Academy,F,FALSE,2,FALSE,23,Software Engineer,98,68,80,75,80,81,60,,,,,,,,,,,,,,,,,,,
271,Jacob Henderson,Digital Fortress,M,FALSE,1,FALSE,3,Business Owner,53,71,98,95,94,71,77,,,,,,,,,,,,,,,,,,,
272,Melissa Huerta,Gsling Academy,F,FALSE,7,FALSE,4,Business Owner,44,64,58,66,87,62,68,,,,,,,,,,,,,,,,,,,
273,Kevin Camacho,Gsling Academy,M,FALSE,0,FALSE,25,Unknown,85,70,73,95,100,70,94,,,,,,,,,,,,,,,,,,,
274,Anthony Martinez,Gsling Academy,M,TRUE,10,FALSE,1,Business Owner,51,91,67,79,58,52,75,,,,,,,,,,,,,,,,,,,
275,Randy Rodriguez,Digital Fortress,M,FALSE,1,FALSE,24,Lawyer,90,89,82,74,67,92,82,,,,,,,,,,,,,,,,,,,
276,Patrick Vazquez,Digital Fortress,M,FALSE,1,FALSE,15,Software Engineer,100,92,90,66,73,68,70,,,,,,,,,,,,,,,,,,,
277,Kim Flores,Digital Fortress,F,TRUE,7,FALSE,1,Business Owner,95,73,61,91,84,92,94,,,,,,,,,,,,,,,,,,,
278,Robert Salazar,Digital Fortress,M,FALSE,1,TRUE,33,Lawyer,76,81,96,74,75,80,98,,,,,,,,,,,,,,,,,,,
279,Victoria Vasquez,Digital Fortress,F,FALSE,1,FALSE,11,Designer,71,98,96,60,90,79,72,,,,,,,,,,,,,,,,,,,
280,Ricardo Macias,Digital Fortress,M,FALSE,3,FALSE,10,Banker,95,60,87,71,91,84,98,,,,,,,,,,,,,,,,,,,
281,Brandi Bauer,Digital Fortress,F,FALSE,7,TRUE,15,Software Engineer,92,88,76,93,69,75,97,,,,,,,,,,,,,,,,,,,
282,Jorge Roth,Digital Fortress,M,FALSE,5,FALSE,34,Scientist,82,95,96,100,89,64,91,,,,,,,,,,,,,,,,,,,
283,Benjamin Davis,Gsling Academy,M,FALSE,3,FALSE,30,Lawyer,85,94,83,76,77,81,92,,,,,,,,,,,,,,,,,,,
284,Nancy Pierce,Digital Fortress,F,TRUE,4,TRUE,4,Artist,82,85,75,92,76,95,85,,,,,,,,,,,,,,,,,,,
285,Catherine Weiss,Digital Fortress,F,FALSE,2,FALSE,28,Stock Investor,98,77,94,63,69,88,100,,,,,,,,,,,,,,,,,,,
286,Jacob Perez,Gsling Academy,M,FALSE,5,TRUE,29,Doctor,93,96,94,84,91,67,68,,,,,,,,,,,,,,,,,,,
287,Penny Zuniga,Gsling Academy,F,FALSE,7,TRUE,30,Lawyer,84,97,60,100,83,88,94,,,,,,,,,,,,,,,,,,,
288,Anthony Cox,Gsling Academy,M,FALSE,4,FALSE,31,Unknown,81,95,76,60,61,98,77,,,,,,,,,,,,,,,,,,,
289,Angela Nelson,Gsling Academy,F,FALSE,8,FALSE,1,Business Owner,62,64,84,67,78,51,62,,,,,,,,,,,,,,,,,,,
290,Lisa White,Digital Fortress,F,FALSE,6,FALSE,16,Software Engineer,92,70,60,94,87,90,86,,,,,,,,,,,,,,,,,,,
291,Robin Parker,Gsling Academy,F,FALSE,2,TRUE,18,Teacher,64,93,61,61,74,94,64,,,,,,,,,,,,,,,,,,,
292,Cynthia Shields,Gsling Academy,F,TRUE,1,FALSE,4,Game Developer,89,67,97,67,75,94,93,,,,,,,,,,,,,,,,,,,
293,Pamela Wilkinson,Digital Fortress,F,FALSE,8,FALSE,32,Accountant,99,88,84,87,36,96,86,,,,,,,,,,,,,,,,,,,
294,Brenda Nichols,Gsling Academy,F,FALSE,2,FALSE,12,Banker,95,82,93,99,66,93,86,,,,,,,,,,,,,,,,,,,
295,Laura Rodriguez,Digital Fortress,F,TRUE,6,FALSE,5,Designer,72,92,67,100,70,94,81,,,,,,,,,,,,,,,,,,,
296,Julie Carey,Digital Fortress,F,FALSE,2,TRUE,15,Government Officer,68,89,68,90,68,99,74,,,,,,,,,,,,,,,,,,,
297,Barbara Andrews,Digital Fortress,F,FALSE,3,FALSE,31,Accountant,92,69,78,68,70,80,73,,,,,,,,,,,,,,,,,,,
298,Tracy Johnson,Gsling Academy,M,FALSE,2,FALSE,2,Game Developer,97,74,97,60,65,90,97,,,,,,,,,,,,,,,,,,,
299,Sarah Oconnor,Digital Fortress,F,FALSE,1,FALSE,2,Unknown,81,92,94,77,84,63,64,,,,,,,,,,,,,,,,,,,
300,Joseph Landry,Digital Fortress,M,FALSE,3,FALSE,20,Software Engineer,88,60,81,85,87,90,76,,,,,,,,,,,,,,,,,,,
301,Terry Chen,Gsling Academy,M,FALSE,1,TRUE,11,Stock Investor,76,82,70,72,78,60,81,,,,,,,,,,,,,,,,,,,
302,Heather Faulkner,Digital Fortress,F,FALSE,10,FALSE,26,Banker,77,62,97,82,74,98,95,,,,,,,,,,,,,,,,,,,
303,Wanda Baxter,Gsling Academy,F,FALSE,3,FALSE,22,Accountant,89,81,99,71,67,74,89,,,,,,,,,,,,,,,,,,,
304,Amanda Davis,Digital Fortress,F,FALSE,1,TRUE,12,Government Officer,65,69,66,65,90,76,60,,,,,,,,,,,,,,,,,,,
305,Gina Powell,Gsling Academy,F,TRUE,10,FALSE,4,Business Owner,82,55,76,63,70,61,60,,,,,,,,,,,,,,,,,,,
306,Sabrina Hall,Gsling Academy,F,FALSE,3,FALSE,34,Banker,77,60,61,91,62,78,91,,,,,,,,,,,,,,,,,,,
307,Lauren Miller,Gsling Academy,F,FALSE,0,FALSE,9,Teacher,66,70,88,70,62,70,75,,,,,,,,,,,,,,,,,,,
308,Jessica Diaz,Gsling Academy,F,FALSE,5,FALSE,43,Doctor,90,96,100,87,100,90,89,,,,,,,,,,,,,,,,,,,
309,Ashley Garcia,Digital Fortress,F,FALSE,2,FALSE,1,Real Estate Developer,73,87,90,96,61,61,76,,,,,,,,,,,,,,,,,,,
310,Miranda Johnson,Gsling Academy,F,FALSE,2,FALSE,19,Software Engineer,89,64,74,97,95,77,88,,,,,,,,,,,,,,,,,,,
311,Tracy Johnston,Gsling Academy,F,TRUE,4,FALSE,2,Business Owner,72,55,54,62,75,79,96,,,,,,,,,,,,,,,,,,,
312,Erik Butler,Digital Fortress,M,FALSE,1,FALSE,34,Scientist,87,90,89,88,93,87,70,,,,,,,,,,,,,,,,,,,
313,Tiffany Jones,Gsling Academy,F,FALSE,4,TRUE,31,Scientist,75,98,96,85,81,69,90,,,,,,,,,,,,,,,,,,,
314,Brandy Campbell,Digital Fortress,F,FALSE,4,FALSE,11,Teacher,80,85,98,99,92,70,96,,,,,,,,,,,,,,,,,,,
315,Joel Hicks,Gsling Academy,M,FALSE,2,FALSE,35,Unknown,85,87,87,90,91,91,99,,,,,,,,,,,,,,,,,,,
316,John Miller,Digital Fortress,M,FALSE,4,FALSE,20,Software Engineer,92,93,74,76,79,65,74,,,,,,,,,,,,,,,,,,,
317,Nancy Jones,Digital Fortress,F,TRUE,0,FALSE,22,Unknown,63,60,92,88,90,68,100,,,,,,,,,,,,,,,,,,,
318,Jody Mueller,Digital Fortress,F,FALSE,3,FALSE,2,Game Developer,99,99,87,80,89,78,87,,,,,,,,,,,,,,,,,,,
319,Steven Fox,Digital Fortress,M,FALSE,7,FALSE,1,Business Owner,87,88,51,96,77,71,61,,,,,,,,,,,,,,,,,,,
320,Taylor Klein,Gsling Academy,F,FALSE,4,FALSE,34,Software Engineer,87,84,62,76,89,83,93,,,,,,,,,,,,,,,,,,,
321,David Barron,Gsling Academy,M,TRUE,6,FALSE,17,Software Engineer,90,75,71,64,97,89,88,,,,,,,,,,,,,,,,,,,
322,Kevin Thompson,Gsling Academy,M,FALSE,6,FALSE,34,Doctor,94,83,99,100,94,91,69,,,,,,,,,,,,,,,,,,,
323,Andrea Walters,Gsling Academy,F,TRUE,5,FALSE,25,Unknown,86,76,81,83,81,70,65,,,,,,,,,,,,,,,,,,,
324,David Wright,Digital Fortress,M,FALSE,3,FALSE,8,Unknown,96,81,95,78,79,65,86,,,,,,,,,,,,,,,,,,,
325,Anthony Oconnor,Digital Fortress,M,FALSE,3,FALSE,4,Unknown,75,69,85,73,79,93,74,,,,,,,,,,,,,,,,,,,
326,Laura Miller,Digital Fortress,F,FALSE,1,TRUE,26,Lawyer,74,92,81,79,74,85,86,,,,,,,,,,,,,,,,,,,
327,Steven Barrett,Digital Fortress,M,FALSE,1,FALSE,13,Writer,96,91,96,69,70,99,70,,,,,,,,,,,,,,,,,,,
328,Miranda Ruiz,Gsling Academy,F,FALSE,1,TRUE,4,Government Officer,79,77,62,98,76,99,82,,,,,,,,,,,,,,,,,,,
329,Matthew Anderson,Gsling Academy,M,FALSE,2,FALSE,27,Lawyer,70,88,60,68,66,82,60,,,,,,,,,,,,,,,,,,,
330,Kenneth Flores,Gsling Academy,M,FALSE,5,FALSE,32,Unknown,79,91,62,87,80,65,94,,,,,,,,,,,,,,,,,,,
331,Sydney Johnson,Digital Fortress,F,FALSE,1,FALSE,25,Software Engineer,91,65,86,66,88,85,60,,,,,,,,,,,,,,,,,,,
332,Carla Lewis,Gsling Academy,F,FALSE,1,FALSE,13,Designer,90,72,78,61,78,88,74,,,,,,,,,,,,,,,,,,,
333,Jeffrey Shannon,Gsling Academy,M,FALSE,1,FALSE,31,Construction Engineer,87,100,86,60,80,78,96,,,,,,,,,,,,,,,,,,,
334,Angela Park,Digital Fortress,F,FALSE,3,FALSE,8,Teacher,69,99,78,85,98,86,73,,,,,,,,,,,,,,,,,,,
335,Brandon Smith,Digital Fortress,M,TRUE,9,FALSE,0,Business Owner,66,99,50,62,97,60,84,,,,,,,,,,,,,,,,,,,
336,Kenneth Moody,Gsling Academy,M,FALSE,7,FALSE,6,Government Officer,65,95,78,65,74,69,63,,,,,,,,,,,,,,,,,,,
337,Scott Hughes,Digital Fortress,M,FALSE,2,FALSE,7,Government Officer,83,81,88,82,97,83,74,,,,,,,,,,,,,,,,,,,
338,Cody Jimenez,Digital Fortress,M,FALSE,1,FALSE,32,Lawyer,100,89,95,63,67,92,75,,,,,,,,,,,,,,,,,,,
339,Allen Farmer,Gsling Academy,M,FALSE,5,TRUE,30,Software Engineer,85,70,78,66,69,62,100,,,,,,,,,,,,,,,,,,,
340,James Young,Digital Fortress,M,FALSE,9,FALSE,4,Business Owner,45,98,95,66,84,83,100,,,,,,,,,,,,,,,,,,,
341,Laura Dawson,Digital Fortress,F,FALSE,5,FALSE,15,Government Officer,73,75,94,82,71,90,75,,,,,,,,,,,,,,,,,,,
342,Donald Carson,Gsling Academy,M,FALSE,2,FALSE,2,Game Developer,95,83,96,97,72,77,61,,,,,,,,,,,,,,,,,,,
343,Wayne Lane,Gsling Academy,M,FALSE,8,TRUE,32,Lawyer,96,95,61,72,71,83,96,,,,,,,,,,,,,,,,,,,
344,Robert Johnson,Gsling Academy,M,FALSE,2,FALSE,24,Construction Engineer,94,72,96,93,93,79,64,,,,,,,,,,,,,,,,,,,
345,Melissa Le,Gsling Academy,F,FALSE,1,FALSE,18,Teacher,92,69,69,60,90,88,95,,,,,,,,,,,,,,,,,,,
346,David Rice,Gsling Academy,M,TRUE,10,FALSE,5,Business Owner,56,52,76,95,54,59,85,,,,,,,,,,,,,,,,,,,
347,Dawn Gomez,Gsling Academy,F,TRUE,3,FALSE,24,Banker,85,74,65,76,100,95,68,,,,,,,,,,,,,,,,,,,
348,Ricky Nichols,Digital Fortress,M,FALSE,1,FALSE,16,Designer,65,90,68,99,74,82,86,,,,,,,,,,,,,,,,,,,
349,Henry Pitts,Digital Fortress,M,FALSE,1,FALSE,15,Writer,64,81,95,87,86,91,80,,,,,,,,,,,,,,,,,,,
350,Christopher Price,Gsling Academy,M,FALSE,3,FALSE,26,Software Engineer,100,88,94,67,62,66,96,,,,,,,,,,,,,,,,,,,
351,Aimee Adams,Digital Fortress,F,FALSE,3,FALSE,15,Teacher,76,64,64,60,75,92,61,,,,,,,,,,,,,,,,,,,
352,Tammy Barry,Gsling Academy,F,FALSE,1,FALSE,5,Game Developer,97,76,91,76,89,60,85,,,,,,,,,,,,,,,,,,,
353,Ryan Hull,Gsling Academy,M,FALSE,1,TRUE,14,Unknown,95,98,98,83,77,93,83,,,,,,,,,,,,,,,,,,,
354,Samuel Jackson,Gsling Academy,M,FALSE,4,FALSE,1,Game Developer,85,64,90,94,68,97,61,,,,,,,,,,,,,,,,,,,
355,Joshua Smith,Gsling Academy,M,FALSE,5,FALSE,10,Construction Engineer,86,91,96,60,91,73,88,,,,,,,,,,,,,,,,,,,
356,Sydney Stevenson,Digital Fortress,F,FALSE,6,FALSE,5,Business Owner,100,58,58,100,60,52,82,,,,,,,,,,,,,,,,,,,
357,Christopher Rios,Digital Fortress,M,FALSE,2,FALSE,26,Unknown,65,77,66,100,88,77,62,,,,,,,,,,,,,,,,,,,
358,Brenda Collins,Digital Fortress,F,FALSE,2,TRUE,26,Lawyer,71,81,99,74,74,82,67,,,,,,,,,,,,,,,,,,,
359,Diana Griffin,Gsling Academy,F,FALSE,2,FALSE,14,Government Officer,80,94,97,83,84,77,79,,,,,,,,,,,,,,,,,,,
360,Gary Gray,Gsling Academy,M,FALSE,7,TRUE,21,Construction Engineer,91,76,96,77,99,64,83,,,,,,,,,,,,,,,,,,,
361,Kimberly Torres,Gsling Academy,F,FALSE,2,FALSE,32,Software Engineer,91,87,88,82,95,70,87,,,,,,,,,,,,,,,,,,,
362,Jeffrey Booker,Digital Fortress,M,FALSE,0,FALSE,30,Software Engineer,100,86,81,100,66,98,97,,,,,,,,,,,,,,,,,,,
363,Nicole Buchanan,Digital Fortress,F,FALSE,3,FALSE,13,Teacher,92,79,71,65,99,91,98,,,,,,,,,,,,,,,,,,,
364,Kristin Johnson,Digital Fortress,F,FALSE,7,FALSE,33,Banker,89,76,95,83,84,96,61,,,,,,,,,,,,,,,,,,,
365,Emily Bell,Gsling Academy,F,FALSE,3,FALSE,15,Accountant,93,92,92,76,49,93,75,,,,,,,,,,,,,,,,,,,
366,Francis Nelson,Digital Fortress,M,FALSE,10,FALSE,33,Unknown,81,64,67,74,65,94,96,,,,,,,,,,,,,,,,,,,
367,Tracy Harris,Gsling Academy,M,FALSE,2,FALSE,11,Designer,70,73,70,67,96,86,89,,,,,,,,,,,,,,,,,,,
368,Sheila Sosa,Gsling Academy,F,FALSE,2,FALSE,30,Unknown,61,70,89,97,60,79,79,,,,,,,,,,,,,,,,,,,
369,Ashley Mendez,Digital Fortress,F,FALSE,7,FALSE,2,Business Owner,62,53,78,77,59,95,80,,,,,,,,,,,,,,,,,,,
370,Matthew Griffin,Digital Fortress,M,FALSE,3,FALSE,4,Stock Investor,83,61,79,99,66,60,76,,,,,,,,,,,,,,,,,,,
371,Timothy Mann,Digital Fortress,M,FALSE,3,FALSE,32,Software Engineer,85,96,87,63,69,69,81,,,,,,,,,,,,,,,,,,,
372,Christine Foster,Digital Fortress,F,TRUE,7,FALSE,0,Business Owner,83,55,87,74,73,77,61,,,,,,,,,,,,,,,,,,,
373,Julie Yates,Gsling Academy,F,FALSE,2,FALSE,4,Business Owner,73,95,54,94,99,58,94,,,,,,,,,,,,,,,,,,,
374,William Ballard,Digital Fortress,M,TRUE,10,TRUE,0,Business Owner,61,65,73,78,77,97,96,,,,,,,,,,,,,,,,,,,
375,Kristen Adams,Gsling Academy,F,FALSE,5,TRUE,21,Unknown,77,72,81,63,69,73,80,,,,,,,,,,,,,,,,,,,
